year,bill_number,title,primary_sponsors,party,district,status,last_action,chamber,upcoming_hearings,past_hearings,state_bill_link
2025,HB1319,"To Provide An Exemption From State Sales Tax For Disabled Veterans, Spouses Of Disabled Veterans, And Surviving Spouses Of Disabled Veterans.",Cindy Crawford,R,HD-051,"Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1319.pdf
2025,HB1320,To Amend The Law Concerning Crisis Stabilization Units And Healthcare Insurers.,Jeremy Wooldridge,R,HD-001,"Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1320.pdf
2025,HB1321,To Regulate Step Therapy And Fail First Protocols Concerning Certain Prescribed Ventilators.,Jeremy Wooldridge,R,HD-001,"Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1321.pdf
2025,HB1322,To Amend The Laws Under The Arkansas Local Police And Fire Retirement System Concerning Line-of-duty Death From Occupational Cancer.,Nicole Clowney,D,HD-021,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1322.pdf
2025,HB1323,To Limit The Investment Of Arkansas's Pension And Retirement System Funds In Entities Closely Connected With The People's Republic Of China And Its Governing Communist Party Of China.,Mindy McAlindon,R,HD-010,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1323.pdf
2025,HB1324,To Amend The Time Of Permissible Sales Of Fireworks In This State.,Matt Duffield,R,HD-053,Correctly enrolled and ordered transmitted to the Governor's Office.,2025-02-13 - Correctly enrolled and ordered transmitted to the Governor's Office.,House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on CITY, COUNTY & LOCAL AFFAIRS COMMITTEE- HOUSE; 2025-02-05 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-06 00:00:00 - read first time, rules suspended, read second time, referred to city, county & local affairs Committee - Read first time, rules suspended, read second time, referred to CITY, COUNTY & LOCAL AFFAIRS COMMITTEE - SENATE; 2025-02-11 00:00:00 - returned by the Committee - Returned by the Committee, with the recommendation that it Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1324.pdf
2025,HB1325,To Allow A Member Of The Arkansas Public Employees' Retirement System To Receive Service Credit From Service Under An Alternate Retirement Plan To Meet Eligibility Requirements.,Cameron Cooper,R,HD-057,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1325.pdf
2025,HB1326,To Amend The Law Concerning Special Allowances To Encourage Early Retirement And Manage Early Retirement Window Incentives For Employees Of Institutions Of Higher Education.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1326.pdf
2025,HB1327,To Amend The Law Concerning The Eligibility Of Certain Retired Employees Under The State And Public School Life And Health Insurance Program.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1327.pdf
2025,HB1328,To Increase The Maximum Number Of Years Of Participation In The Arkansas State Police Officers Deferred Option Plan And The Arkansas State Police Officers' Tier Two Deferred Retirement Option Plan.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1328.pdf
2025,HB1329,To Amend Arkansas Law Concerning Committees Of The General Assembly; And To Reorganize The Standing Committees And The Subject Matter Interim Committees Of The House Of Representatives.,Jack Ladyman,R,HD-032,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1329.pdf
2025,HB1330,To Amend The Arkansas Code Concerning Certain Committees Of The General Assembly And To Amend Arkansas Law Pertaining To The Joint Committee On Energy And The Joint Interim Committee On Energy.,Jack Ladyman,R,HD-032,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1330.pdf
2025,HB1331,To Require A County To Continue To Operate Under The Annual Appropriation Ordinance For The Prior Year If A New Annual Appropriation Ordinance Is Not Adopted; And To Declare An Emergency.,Glenn Barnes,D,HD-065,"Read the first time, rules suspended, read the second time and referred to the Committee on CITY, COUNTY & LOCAL AFFAIRS COMMITTEE- HOUSE","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on CITY, COUNTY & LOCAL AFFAIRS COMMITTEE- HOUSE",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on CITY, COUNTY & LOCAL AFFAIRS COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1331.pdf
2025,HB1332,"To Require The Arkansas Medicaid Program To Cover Glucagon-like Peptide-1 Receptor Agonists, Also Known As Glp-1 Agonists, When Prescribed For Weight Loss.",Aaron Pilkington,R,HD-045,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1332.pdf
2025,HB1333,To Mandate Coverage For Breastfeeding And Lactation Consultant Services.,Ashley Hudson,D,HD-075,REPORTED CORRECTLY ENGROSSED,2025-02-03 - REPORTED CORRECTLY ENGROSSED,House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1333.pdf
2025,HB1334,"To Amend The Law Under Title 24, Chapter 4, Subchapter 2 Of The Arkansas Code Regarding Delinquent Employer And Employee Contributions To The Arkansas Public Employees' Retirement System By A Local Government Participating Employer.",Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1334.pdf
2025,HB1335,To Establish The Every Arkansan Retirement Plan Opportunity Act.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1335.pdf
2025,HB1336,To Amend The Law Concerning The Administration And Benefit Plans Of The State Police Retirement System.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1336.pdf
2025,HB1337,To Amend The Law Concerning Credited Service Under Local Police And Fire Pension And Relief Funds.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1337.pdf
2025,HB1338,To Amend The Law Concerning Credited Service Under The Arkansas State Highway Employees' Retirement System.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1338.pdf
2025,HB1339,To Amend The Law Concerning Age And Years Of Service Requirements Under The Various State Retirement Systems And Arkansas Public Employee Retirement Plans.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1339.pdf
2025,HB1340,To Amend The Law Concerning Administration Of The Arkansas Judicial Retirement System.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1340.pdf
2025,HB1341,To Amend The Law Concerning Benefits Under The Arkansas Local Police And Fire Retirement System.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1341.pdf
2025,HB1342,To Amend The Law Concerning The Administration Of The Arkansas Local Police And Fire Retirement System.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1342.pdf
2025,HB1343,To Amend The Law Concerning Benefits Under The Arkansas Judicial Retirement System.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1343.pdf
2025,HB1344,Concerning Administration Of The Arkansas Teacher Retirement System.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS","2025-01-30 - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",House,,"2025-01-30 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1344.pdf
2025,HB1345,To Amend The Law Concerning Credited Service Under The State Police Retirement System.,Les Warren,R,HD-084,In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,2025-02-03 - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,House,,2025-02-03 00:00:00 - in accordance with house rule 39 read the first time and referred to the Committee - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1345.pdf
2025,HB1346,To Amend The Law Concerning Credited Service Under The Arkansas Public Employees' Retirement System.,Les Warren,R,HD-084,In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,2025-02-03 - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,House,,2025-02-03 00:00:00 - in accordance with house rule 39 read the first time and referred to the Committee - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1346.pdf
2025,HB1347,To Amend The Law Concerning Annuities And Benefits Under The Arkansas Teacher Retirement System.,Les Warren,R,HD-084,In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,2025-02-03 - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,House,,2025-02-03 00:00:00 - in accordance with house rule 39 read the first time and referred to the Committee - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1347.pdf
2025,HB1348,To Amend The Law Concerning Survivor Benefits For The Dependent Child Of A Member Of The Arkansas Public Employees' Retirement System Or A Member Of The State Police Retirement System; And To Declare An Emergency.,Les Warren,R,HD-084,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT","2025-02-03 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",House,,"2025-02-03 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1348.pdf
2025,HB1349,To Amend The Law Concerning Benefits Under The Arkansas Teacher Retirement System.,Les Warren,R,HD-084,In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,2025-02-03 - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,House,,2025-02-03 00:00:00 - in accordance with house rule 39 read the first time and referred to the Committee - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1349.pdf
2025,HB1350,To Amend The Law Concerning Benefits Under The State Police Retirement System.,Les Warren,R,HD-084,In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,2025-02-03 - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,House,,2025-02-03 00:00:00 - in accordance with house rule 39 read the first time and referred to the Committee - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1350.pdf
2025,HB1351,To Regulate A Vision Benefit Manager; To Amend The Vision Care Plan Act Of 2015; And To Amend The Healthcare Contracting Simplification Act.,Jon Eubanks,R,HD-046,WITHDRAWN BY AUTHOR,2025-02-04 - WITHDRAWN BY AUTHOR,House,,"2025-02-03 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1351.pdf
2025,HB1352,To Amend Various Laws Concerning Actions Related To Certain Foreign Entities.,Howard Beaty,R,HD-095,"Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE","2025-02-03 - Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE",House,,"2025-02-03 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1352.pdf
2025,HB1353,To Regulate A Vision Benefit Manager; To Amend The Vision Care Plan Act Of 2015; To Amend The Healthcare Contracting Simplification Act.,Jon Eubanks,R,HD-046,"Read first time, rules suspended, read second time, referred to INSURANCE & COMMERCE - SENATE","2025-02-10 - Read first time, rules suspended, read second time, referred to INSURANCE & COMMERCE - SENATE",House,,"2025-02-03 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE; 2025-02-05 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-10 00:00:00 - Read first time, rules suspended, read second time, referred to INSURANCE & COMMERCE - SENATE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1353.pdf
2025,HB1354,To Regulate Pharmacy Benefits Managers; To Amend The Law Concerning The State And Public School Life And Health Insurance Program; And To Amend The Law Concerning Certain Health Benefit Plans.,Brandon Achor,R,HD-071,In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,2025-02-03 - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,House,,2025-02-03 00:00:00 - in accordance with house rule 39 read the first time and referred to the Committee - In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1354.pdf
2025,HB1355,To Make Technical Corrections To Title 5 Of The Arkansas Code Concerning Criminal Offenses.,Jimmie Gazaway,R,HD-031,"Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE","2025-02-12 - Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",House,,"2025-02-03 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE; 2025-02-11 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-12 00:00:00 - read first time, rules suspended, read second time, referred to judiciary Committee - Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1355.pdf
2025,HB1356,"To Make Technical Corrections To Title 12 Of The Arkansas Code Concerning Law Enforcement, Emergency Management, And Military Affairs; And For Other Purposes.",Jimmie Gazaway,R,HD-031,"Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE","2025-02-12 - Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",House,,"2025-02-03 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE; 2025-02-11 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-12 00:00:00 - read first time, rules suspended, read second time, referred to judiciary Committee - Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1356.pdf
2025,HB1357,"To Make Technical Corrections To Title 16 Of The Arkansas Code Concerning Practice, Procedure, And Courts.",Jimmie Gazaway,R,HD-031,"Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE","2025-02-12 - Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",House,,"2025-02-03 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE; 2025-02-11 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-12 00:00:00 - read first time, rules suspended, read second time, referred to judiciary Committee - Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1357.pdf
